site_id,date,newt_count,latitude_pipe,longitude_pipe
7,6/12/24,1,35.95677321,-83.86823422
7,6/12/24,1,35.95673648,-83.86822342
7,6/12/24,0,35.95673648,-83.86822342
7,6/12/24,2,35.95632211,-83.86809628
7,6/12/24,1,35.95673648,-83.86822342
7,6/12/24,1,35.95673648,-83.86822342
7,6/12/24,1,35.95673648,-83.86822342
7,7/17/24,0,35.95675256,-83.86834974
7,7/17/24,0,35.95679497,-83.86831504
7,7/17/24,0,35.95665592,-83.86827147
7,7/17/24,1,35.95682569,-83.86815545
7,7/17/24,1,35.95683777,-83.86815038
7,7/17/24,0,35.95670494,-83.86815908
7,7/17/24,1,35.95685046,-83.86824841
7,7/17/24,0,35.95668118,-83.86826382
7,7/17/24,0,35.95667387,-83.86823244
7,7/17/24,0,35.95672311,-83.86833647
15,7/30/24,0,35.93315683,-83.87720786
15,7/30/24,0,35.93319428,-83.87695398
15,7/30/24,0,35.93324181,-83.87697173
15,7/30/24,0,35.93318853,-83.87691279
15,7/30/24,0,35.93321885,-83.87682634
15,7/30/24,0,35.93322628,-83.87679436
15,7/30/24,0,35.93326731,-83.87680587
15,7/30/24,0,35.9332827,-83.87673802
15,7/30/24,0,35.93327809,-83.87667511
15,7/30/24,1,35.93326424,-83.87667865
15,7/30/24,0,35.93315261,-83.87723335
15,7/30/24,0,35.93317197,-83.87725446
15,7/30/24,0,35.93311519,-83.87724859
15,7/30/24,0,35.93319691,-83.87696872
15,7/30/24,0,35.93344796,-83.87657975
15,7/30/24,0,35.93343735,-83.87679879
15,7/30/24,0,35.93344869,-83.87677278
15,7/30/24,0,35.93340326,-83.87685452
15,7/30/24,0,35.93340838,-83.87705597
15,7/30/24,1,35.93337635,-83.87711816
15,7/30/24,1,35.93330919,-83.87713414
15,7/30/24,0,35.93332671,-83.87717787
15,7/30/24,0,35.93323206,-83.87714798
15,7/30/24,0,35.93334194,-83.87664394
15,7/30/24,0,35.93332115,-83.87663437
15,7/30/24,0,35.93327346,-83.87662084
15,7/30/24,0,35.93339356,-83.87670624
15,7/30/24,0,35.93314542,-83.87728519
15,7/30/24,0,35.93231755,-83.87843502
15,7/30/24,0,35.93315234,-83.87736331
15,7/30/24,0,35.93321881,-83.87741175
15,7/30/24,3,35.93323001,-83.87743717
15,7/30/24,0,35.9332993,-83.87750629
15,7/30/24,0,35.93340702,-83.87753309
15,7/30/24,0,35.93338041,-83.87736005
15,7/30/24,0,35.93330189,-83.87722748
15,7/30/24,0,35.93331847,-83.87730293
15,7/30/24,0,35.9332531,-83.87726067
15,7/30/24,0,35.93320497,-83.87734551
15,7/30/24,1,35.93333176,-83.87713322
15,7/30/24,1,35.93334463,-83.8770869
15,7/30/24,0,35.93315327,-83.87735618
15,7/30/24,0,35.93325836,-83.87718108
15,7/30/24,0,35.93323826,-83.87710623
15,7/30/24,1,35.93325071,-83.87708352
7,9/2/24,0,35.95672582,-83.8680889
7,9/2/24,0,35.95692812,-83.86819736
7,9/2/24,0,35.95675423,-83.86819644
7,9/2/24,1,35.95671693,-83.86827139
7,9/2/24,0,35.95669183,-83.86830809
7,9/2/24,0,35.9567697,-83.86833625
7,9/2/24,0,35.95665755,-83.86834857
7,9/2/24,0,35.95660512,-83.86830884
7,9/2/24,0,35.95675145,-83.86830001
7,9/2/24,0,35.95674669,-83.86831152
7,9/2/24,0,35.95681027,-83.8681205
7,9/2/24,0,35.95683108,-83.8681902
15,9/11/24,2,35.93333821,-83.87692091
15,9/11/24,0,35.93348301,-83.87667884
15,9/11/24,0,35.93331454,-83.87698311
15,9/11/24,0,35.93318679,-83.87668152
15,9/11/24,0,35.92632744,-83.87314421
15,9/11/24,1,35.93338114,-83.8768384
15,9/11/24,0,35.93347798,-83.87678948
15,9/11/24,0,35.93343268,-83.87678588
15,9/11/24,0,35.93341464,-83.87673761
7,10/3/24,0,35.95670647,-83.86820263
7,10/3/24,0,35.95672854,-83.86826333
7,10/3/24,1,35.9568175,-83.8682381
